datesold,price
2007-02-07,525000.0
2007-02-08,0.0
2007-02-09,0.0
2007-02-10,0.0
2007-02-11,0.0
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,0.0
2007-02-16,0.0
2007-02-17,0.0
2007-02-18,0.0
2007-02-19,0.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-24,0.0
2007-02-25,0.0
2007-02-26,0.0
2007-02-27,290000.0
2007-02-28,0.0
2007-03-01,0.0
2007-03-02,0.0
2007-03-03,0.0
2007-03-04,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,328000.0
2007-03-08,0.0
2007-03-09,380000.0
2007-03-10,0.0
2007-03-11,0.0
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,0.0
2007-03-15,0.0
2007-03-16,0.0
2007-03-17,0.0
2007-03-18,0.0
2007-03-19,0.0
2007-03-20,0.0
2007-03-21,310000.0
2007-03-22,0.0
2007-03-23,0.0
2007-03-24,0.0
2007-03-25,0.0
2007-03-26,0.0
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,0.0
2007-03-31,0.0
2007-04-01,0.0
2007-04-02,0.0
2007-04-03,0.0
2007-04-04,465000.0
2007-04-05,0.0
2007-04-06,0.0
2007-04-07,0.0
2007-04-08,0.0
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,0.0
2007-04-12,0.0
2007-04-13,0.0
2007-04-14,0.0
2007-04-15,0.0
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,0.0
2007-04-20,0.0
2007-04-21,0.0
2007-04-22,0.0
2007-04-23,0.0
2007-04-24,399000.0
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,0.0
2007-04-28,0.0
2007-04-29,0.0
2007-04-30,1530000.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-04,0.0
2007-05-05,0.0
2007-05-06,0.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-09,0.0
2007-05-10,0.0
2007-05-11,0.0
2007-05-12,0.0
2007-05-13,0.0
2007-05-14,0.0
2007-05-15,0.0
2007-05-16,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-19,0.0
2007-05-20,0.0
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,359000.0
2007-05-25,320000.0
2007-05-26,0.0
2007-05-27,0.0
2007-05-28,0.0
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-01,0.0
2007-06-02,0.0
2007-06-03,0.0
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,0.0
2007-06-08,0.0
2007-06-09,0.0
2007-06-10,0.0
2007-06-11,0.0
2007-06-12,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,0.0
2007-06-16,0.0
2007-06-17,0.0
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-23,0.0
2007-06-24,0.0
2007-06-25,0.0
2007-06-26,385000.0
2007-06-27,1455000.0
2007-06-28,765000.0
2007-06-29,0.0
2007-06-30,517000.0
2007-07-01,0.0
2007-07-02,800000.0
2007-07-03,336000.0
2007-07-04,0.0
2007-07-05,300000.0
2007-07-06,535000.0
2007-07-07,900000.0
2007-07-08,327000.0
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,0.0
2007-07-12,427500.0
2007-07-13,780000.0
2007-07-14,0.0
2007-07-15,0.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,1120000.0
2007-07-19,480000.0
2007-07-20,1434000.0
2007-07-21,1780000.0
2007-07-22,0.0
2007-07-23,0.0
2007-07-24,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-28,0.0
2007-07-29,0.0
2007-07-30,1004000.0
2007-07-31,1026000.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-03,903000.0
2007-08-04,0.0
2007-08-05,0.0
2007-08-06,0.0
2007-08-07,1200000.0
2007-08-08,0.0
2007-08-09,405000.0
2007-08-10,1305500.0
2007-08-11,1156000.0
2007-08-12,0.0
2007-08-13,0.0
2007-08-14,625000.0
2007-08-15,0.0
2007-08-16,790000.0
2007-08-17,0.0
2007-08-18,0.0
2007-08-19,0.0
2007-08-20,0.0
2007-08-21,1193000.0
2007-08-22,0.0
2007-08-23,560000.0
2007-08-24,585000.0
2007-08-25,0.0
2007-08-26,0.0
2007-08-27,0.0
2007-08-28,745000.0
2007-08-29,599000.0
2007-08-30,682000.0
2007-08-31,880500.0
2007-09-01,0.0
2007-09-02,0.0
2007-09-03,465000.0
2007-09-04,820000.0
2007-09-05,529000.0
2007-09-06,590000.0
2007-09-07,400000.0
2007-09-08,0.0
2007-09-09,0.0
2007-09-10,0.0
2007-09-11,559000.0
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-15,446000.0
2007-09-16,0.0
2007-09-17,0.0
2007-09-18,470000.0
2007-09-19,0.0
2007-09-20,1365500.0
2007-09-21,1460000.0
2007-09-22,1526000.0
2007-09-23,0.0
2007-09-24,1140000.0
2007-09-25,0.0
2007-09-26,0.0
2007-09-27,847000.0
2007-09-28,520000.0
2007-09-29,0.0
2007-09-30,0.0
2007-10-01,0.0
2007-10-02,875000.0
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,0.0
2007-10-06,0.0
2007-10-07,0.0
2007-10-08,0.0
2007-10-09,397000.0
2007-10-10,556000.0
2007-10-11,0.0
2007-10-12,1577000.0
2007-10-13,0.0
2007-10-14,0.0
2007-10-15,273000.0
2007-10-16,753000.0
2007-10-17,560000.0
2007-10-18,0.0
2007-10-19,935000.0
2007-10-20,0.0
2007-10-21,0.0
2007-10-22,0.0
2007-10-23,0.0
2007-10-24,805500.0
2007-10-25,2140500.0
2007-10-26,1100000.0
2007-10-27,0.0
2007-10-28,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,977500.0
2007-11-03,0.0
2007-11-04,0.0
2007-11-05,1072500.0
2007-11-06,0.0
2007-11-07,372500.0
2007-11-08,1487000.0
2007-11-09,0.0
2007-11-10,0.0
2007-11-11,0.0
2007-11-12,970000.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,884000.0
2007-11-17,2555500.0
2007-11-18,0.0
2007-11-19,0.0
2007-11-20,442500.0
2007-11-21,0.0
2007-11-22,560000.0
2007-11-23,560000.0
2007-11-24,910000.0
2007-11-25,0.0
2007-11-26,0.0
2007-11-27,439000.0
2007-11-28,0.0
2007-11-29,661000.0
2007-11-30,1250000.0
2007-12-01,930000.0
2007-12-02,0.0
2007-12-03,752000.0
2007-12-04,620000.0
2007-12-05,825000.0
2007-12-06,335000.0
2007-12-07,350000.0
2007-12-08,966000.0
2007-12-09,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,635000.0
2007-12-13,1862500.0
2007-12-14,696500.0
2007-12-15,530000.0
2007-12-16,0.0
2007-12-17,0.0
2007-12-18,630950.0
2007-12-19,630000.0
2007-12-20,615000.0
2007-12-21,1254000.0
2007-12-22,0.0
2007-12-23,0.0
2007-12-24,0.0
2007-12-25,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-29,0.0
2007-12-30,0.0
2007-12-31,0.0
2008-01-01,0.0
2008-01-02,309000.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-05,0.0
2008-01-06,0.0
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-12,0.0
2008-01-13,0.0
2008-01-14,413000.0
2008-01-15,1045000.0
2008-01-16,0.0
2008-01-17,1365000.0
2008-01-18,580000.0
2008-01-19,0.0
2008-01-20,0.0
2008-01-21,315000.0
2008-01-22,0.0
2008-01-23,380000.0
2008-01-24,2170000.0
2008-01-25,0.0
2008-01-26,0.0
2008-01-27,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,485000.0
2008-01-31,0.0
2008-02-01,599000.0
2008-02-02,0.0
2008-02-03,0.0
2008-02-04,349000.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,1140000.0
2008-02-08,395000.0
2008-02-09,1627000.0
2008-02-10,0.0
2008-02-11,416000.0
2008-02-12,749000.0
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,1200000.0
2008-02-16,610000.0
2008-02-17,0.0
2008-02-18,0.0
2008-02-19,445000.0
2008-02-20,0.0
2008-02-21,655000.0
2008-02-22,0.0
2008-02-23,1826000.0
2008-02-24,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,1965000.0
2008-02-28,0.0
2008-02-29,1301000.0
2008-03-01,0.0
2008-03-02,0.0
2008-03-03,0.0
2008-03-04,400000.0
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-08,0.0
2008-03-09,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,646000.0
2008-03-14,655000.0
2008-03-15,580000.0
2008-03-16,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,405000.0
2008-03-20,695000.0
2008-03-21,0.0
2008-03-22,0.0
2008-03-23,0.0
2008-03-24,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,0.0
2008-03-29,0.0
2008-03-30,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-05,438000.0
2008-04-06,0.0
2008-04-07,0.0
2008-04-08,0.0
2008-04-09,923000.0
2008-04-10,380000.0
2008-04-11,1196500.0
2008-04-12,0.0
2008-04-13,0.0
2008-04-14,2627500.0
2008-04-15,679000.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,467000.0
2008-04-19,0.0
2008-04-20,0.0
2008-04-21,649000.0
2008-04-22,675000.0
2008-04-23,860000.0
2008-04-24,742500.0
2008-04-25,0.0
2008-04-26,0.0
2008-04-27,0.0
2008-04-28,0.0
2008-04-29,1630000.0
2008-04-30,485000.0
2008-05-01,640000.0
2008-05-02,1729500.0
2008-05-03,0.0
2008-05-04,0.0
2008-05-05,1265000.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,465000.0
2008-05-10,0.0
2008-05-11,0.0
2008-05-12,635000.0
2008-05-13,307000.0
2008-05-14,450000.0
2008-05-15,0.0
2008-05-16,932000.0
2008-05-17,865000.0
2008-05-18,0.0
2008-05-19,430000.0
2008-05-20,0.0
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,444000.0
2008-05-24,0.0
2008-05-25,0.0
2008-05-26,0.0
2008-05-27,535000.0
2008-05-28,542000.0
2008-05-29,0.0
2008-05-30,686000.0
2008-05-31,0.0
2008-06-01,0.0
2008-06-02,1609000.0
2008-06-03,375000.0
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,1286000.0
2008-06-07,0.0
2008-06-08,0.0
2008-06-09,0.0
2008-06-10,1667250.0
2008-06-11,1110100.0
2008-06-12,0.0
2008-06-13,1035000.0
2008-06-14,934000.0
2008-06-15,0.0
2008-06-16,0.0
2008-06-17,940000.0
2008-06-18,362000.0
2008-06-19,1535000.0
2008-06-20,469000.0
2008-06-21,0.0
2008-06-22,0.0
2008-06-23,656000.0
2008-06-24,465000.0
2008-06-25,1832300.0
2008-06-26,325000.0
2008-06-27,1561000.0
2008-06-28,0.0
2008-06-29,522500.0
2008-06-30,1645000.0
2008-07-01,670000.0
2008-07-02,350000.0
2008-07-03,0.0
2008-07-04,375000.0
2008-07-05,0.0
2008-07-06,0.0
2008-07-07,837500.0
2008-07-08,383000.0
2008-07-09,0.0
2008-07-10,1278000.0
2008-07-11,860000.0
2008-07-12,0.0
2008-07-13,0.0
2008-07-14,855000.0
2008-07-15,0.0
2008-07-16,2163000.0
2008-07-17,558000.0
2008-07-18,2000000.0
2008-07-19,320000.0
2008-07-20,0.0
2008-07-21,385000.0
2008-07-22,415000.0
2008-07-23,2333000.0
2008-07-24,0.0
2008-07-25,370000.0
2008-07-26,564000.0
2008-07-27,0.0
2008-07-28,365000.0
2008-07-29,927000.0
2008-07-30,750000.0
2008-07-31,440000.0
2008-08-01,1025000.0
2008-08-02,0.0
2008-08-03,0.0
2008-08-04,1552500.0
2008-08-05,834000.0
2008-08-06,1841000.0
2008-08-07,395000.0
2008-08-08,0.0
2008-08-09,1621000.0
2008-08-10,0.0
2008-08-11,405000.0
2008-08-12,548000.0
2008-08-13,1356500.0
2008-08-14,350000.0
2008-08-15,2697000.0
2008-08-16,0.0
2008-08-17,0.0
2008-08-18,279500.0
2008-08-19,1060000.0
2008-08-20,405000.0
2008-08-21,2095000.0
2008-08-22,1300000.0
2008-08-23,630000.0
2008-08-24,0.0
2008-08-25,400000.0
2008-08-26,0.0
2008-08-27,1295000.0
2008-08-28,310000.0
2008-08-29,835000.0
2008-08-30,342000.0
2008-08-31,0.0
2008-09-01,380000.0
2008-09-02,3131000.0
2008-09-03,787000.0
2008-09-04,1485000.0
2008-09-05,2160000.0
2008-09-06,0.0
2008-09-07,0.0
2008-09-08,1449500.0
2008-09-09,0.0
2008-09-10,738600.0
2008-09-11,830000.0
2008-09-12,697000.0
2008-09-13,956000.0
2008-09-14,0.0
2008-09-15,726000.0
2008-09-16,1924000.0
2008-09-17,3033000.0
2008-09-18,1654000.0
2008-09-19,2167000.0
2008-09-20,346000.0
2008-09-21,0.0
2008-09-22,9746700.0
2008-09-23,372000.0
2008-09-24,437000.0
2008-09-25,1386000.0
2008-09-26,2284500.0
2008-09-27,0.0
2008-09-28,0.0
2008-09-29,4091000.0
2008-09-30,3432000.0
2008-10-01,795000.0
2008-10-02,390000.0
2008-10-03,1902000.0
2008-10-04,0.0
2008-10-05,0.0
2008-10-06,0.0
2008-10-07,2154000.0
2008-10-08,2017450.0
2008-10-09,338500.0
2008-10-10,3823050.0
2008-10-11,0.0
2008-10-12,390000.0
2008-10-13,942500.0
2008-10-14,4044000.0
2008-10-15,947500.0
2008-10-16,815000.0
2008-10-17,2067000.0
2008-10-18,1949000.0
2008-10-19,0.0
2008-10-20,1179000.0
2008-10-21,2102500.0
2008-10-22,1631500.0
2008-10-23,3156950.0
2008-10-24,2427600.0
2008-10-25,0.0
2008-10-26,0.0
2008-10-27,3572250.0
2008-10-28,1016000.0
2008-10-29,420000.0
2008-10-30,1305000.0
2008-10-31,2912650.0
2008-11-01,0.0
2008-11-02,0.0
2008-11-03,2377000.0
2008-11-04,0.0
2008-11-05,3162450.0
2008-11-06,1387500.0
2008-11-07,3164500.0
2008-11-08,0.0
2008-11-09,0.0
2008-11-10,3032200.0
2008-11-11,1639000.0
2008-11-12,1204500.0
2008-11-13,375000.0
2008-11-14,790000.0
2008-11-15,1328000.0
2008-11-16,0.0
2008-11-17,4797000.0
2008-11-18,2580000.0
2008-11-19,1820000.0
2008-11-20,1590000.0
2008-11-21,4071450.0
2008-11-22,1955000.0
2008-11-23,0.0
2008-11-24,5725950.0
2008-11-25,2395000.0
2008-11-26,2196500.0
2008-11-27,1064500.0
2008-11-28,5935000.0
2008-11-29,770000.0
2008-11-30,0.0
2008-12-01,3955000.0
2008-12-02,3412750.0
2008-12-03,3729550.0
2008-12-04,4238000.0
2008-12-05,3919000.0
2008-12-06,2245250.0
2008-12-07,0.0
2008-12-08,4275000.0
2008-12-09,1725000.0
2008-12-10,4262000.0
2008-12-11,520000.0
2008-12-12,3626000.0
2008-12-13,775000.0
2008-12-14,0.0
2008-12-15,4348500.0
2008-12-16,2579500.0
2008-12-17,1698500.0
2008-12-18,1268100.0
2008-12-19,5601200.0
2008-12-20,5910000.0
2008-12-21,0.0
2008-12-22,4534500.0
2008-12-23,5094500.0
2008-12-24,5455450.0
2008-12-25,0.0
2008-12-26,0.0
2008-12-27,0.0
2008-12-28,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-01,0.0
2009-01-02,0.0
2009-01-03,0.0
2009-01-04,0.0
2009-01-05,844950.0
2009-01-06,1092500.0
2009-01-07,690000.0
2009-01-08,2210500.0
2009-01-09,1188000.0
2009-01-10,1175000.0
2009-01-11,0.0
2009-01-12,4103450.0
2009-01-13,1572000.0
2009-01-14,1154000.0
2009-01-15,3276500.0
2009-01-16,1360950.0
2009-01-17,0.0
2009-01-18,0.0
2009-01-19,1703889.0
2009-01-20,3334000.0
2009-01-21,570000.0
2009-01-22,1395000.0
2009-01-23,4046500.0
2009-01-24,0.0
2009-01-25,0.0
2009-01-26,0.0
2009-01-27,4437500.0
2009-01-28,2201000.0
2009-01-29,2562000.0
2009-01-30,3066500.0
2009-01-31,935000.0
2009-02-01,0.0
2009-02-02,1501500.0
2009-02-03,4291000.0
2009-02-04,2115000.0
2009-02-05,2328000.0
2009-02-06,2207000.0
2009-02-07,512000.0
2009-02-08,0.0
2009-02-09,3245000.0
2009-02-10,3060000.0
2009-02-11,4103000.0
2009-02-12,2809500.0
2009-02-13,2738000.0
2009-02-14,456000.0
2009-02-15,0.0
2009-02-16,1873500.0
2009-02-17,4384000.0
2009-02-18,1035000.0
2009-02-19,2501500.0
2009-02-20,1871000.0
2009-02-21,690000.0
2009-02-22,0.0
2009-02-23,3075950.0
2009-02-24,1587000.0
2009-02-25,2062500.0
2009-02-26,3726500.0
2009-02-27,886000.0
2009-02-28,677000.0
2009-03-01,0.0
2009-03-02,2760000.0
2009-03-03,3007000.0
2009-03-04,2930500.0
2009-03-05,2168500.0
2009-03-06,6111576.0
2009-03-07,871000.0
2009-03-08,0.0
2009-03-09,0.0
2009-03-10,4528000.0
2009-03-11,3790000.0
2009-03-12,2997450.0
2009-03-13,3404500.0
2009-03-14,500000.0
2009-03-15,0.0
2009-03-16,1480000.0
2009-03-17,5039000.0
2009-03-18,3445100.0
2009-03-19,4019000.0
2009-03-20,4019000.0
2009-03-21,0.0
2009-03-22,438000.0
2009-03-23,4064088.0
2009-03-24,3032000.0
2009-03-25,6209500.0
2009-03-26,1040000.0
2009-03-27,3430000.0
2009-03-28,3828000.0
2009-03-29,0.0
2009-03-30,4830500.0
2009-03-31,3062000.0
2009-04-01,2857000.0
2009-04-02,2024000.0
2009-04-03,3847000.0
2009-04-04,517000.0
2009-04-05,0.0
2009-04-06,5550500.0
2009-04-07,6517000.0
2009-04-08,955000.0
2009-04-09,1650000.0
2009-04-10,0.0
2009-04-11,0.0
2009-04-12,0.0
2009-04-13,0.0
2009-04-14,1841550.0
2009-04-15,6354500.0
2009-04-16,4067000.0
2009-04-17,2823500.0
2009-04-18,575000.0
2009-04-19,0.0
2009-04-20,4577000.0
2009-04-21,1665000.0
2009-04-22,1885000.0
2009-04-23,2051000.0
2009-04-24,4962499.0
2009-04-25,0.0
2009-04-26,0.0
2009-04-27,0.0
2009-04-28,1740000.0
2009-04-29,1670000.0
2009-04-30,620600.0
2009-05-01,3515000.0
2009-05-02,0.0
2009-05-03,0.0
2009-05-04,2752950.0
2009-05-05,2896000.0
2009-05-06,2485000.0
2009-05-07,2519227.0
2009-05-08,4875000.0
2009-05-09,401000.0
2009-05-10,0.0
2009-05-11,1900500.0
2009-05-12,1525500.0
2009-05-13,1602000.0
2009-05-14,610000.0
2009-05-15,5008500.0
2009-05-16,540000.0
2009-05-17,0.0
2009-05-18,2055000.0
2009-05-19,2943000.0
2009-05-20,4256500.0
2009-05-21,1999000.0
2009-05-22,2418000.0
2009-05-23,1753000.0
2009-05-24,0.0
2009-05-25,4770000.0
2009-05-26,1535000.0
2009-05-27,410000.0
2009-05-28,5015000.0
2009-05-29,3870950.0
2009-05-30,459000.0
2009-05-31,0.0
2009-06-01,2085000.0
2009-06-02,2090000.0
2009-06-03,1355000.0
2009-06-04,2254750.0
2009-06-05,3082000.0
2009-06-06,0.0
2009-06-07,0.0
2009-06-08,0.0
2009-06-09,1638000.0
2009-06-10,1242000.0
2009-06-11,3068500.0
2009-06-12,4032350.0
2009-06-13,765000.0
2009-06-14,0.0
2009-06-15,2331000.0
2009-06-16,1460000.0
2009-06-17,2839000.0
2009-06-18,3203500.0
2009-06-19,1015000.0
2009-06-20,0.0
2009-06-21,0.0
2009-06-22,5749650.0
2009-06-23,1670100.0
2009-06-24,3349500.0
2009-06-25,1109500.0
2009-06-26,2917500.0
2009-06-27,1804000.0
2009-06-28,0.0
2009-06-29,3109500.0
2009-06-30,525000.0
2009-07-01,2044000.0
2009-07-02,717500.0
2009-07-03,3097500.0
2009-07-04,0.0
2009-07-05,0.0
2009-07-06,3740000.0
2009-07-07,1047000.0
2009-07-08,1207500.0
2009-07-09,3390500.0
2009-07-10,1198000.0
2009-07-11,0.0
2009-07-12,0.0
2009-07-13,2193000.0
2009-07-14,1140000.0
2009-07-15,2278000.0
2009-07-16,2107000.0
2009-07-17,2118500.0
2009-07-18,1171000.0
2009-07-19,451000.0
2009-07-20,3368450.0
2009-07-21,2624500.0
2009-07-22,3050750.0
2009-07-23,846000.0
2009-07-24,1996950.0
2009-07-25,575000.0
2009-07-26,0.0
2009-07-27,2598500.0
2009-07-28,428500.0
2009-07-29,3038002.0
2009-07-30,495000.0
2009-07-31,4164000.0
2009-08-01,488000.0
2009-08-02,0.0
2009-08-03,3210000.0
2009-08-04,3448500.0
2009-08-05,2383000.0
2009-08-06,2023000.0
2009-08-07,3248000.0
2009-08-08,0.0
2009-08-09,0.0
2009-08-10,1558100.0
2009-08-11,3002000.0
2009-08-12,879000.0
2009-08-13,959000.0
2009-08-14,1722100.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,5043950.0
2009-08-18,2380000.0
2009-08-19,4033500.0
2009-08-20,2627000.0
2009-08-21,511000.0
2009-08-22,1481100.0
2009-08-23,1295000.0
2009-08-24,3244500.0
2009-08-25,436000.0
2009-08-26,675000.0
2009-08-27,1972000.0
2009-08-28,2825600.0
2009-08-29,1026500.0
2009-08-30,0.0
2009-08-31,1473000.0
2009-09-01,925000.0
2009-09-02,3111500.0
2009-09-03,1746500.0
2009-09-04,1939000.0
2009-09-05,2623500.0
2009-09-06,0.0
2009-09-07,535000.0
2009-09-08,1755000.0
2009-09-09,1365000.0
2009-09-10,1726000.0
2009-09-11,1259723.0
2009-09-12,2272000.0
2009-09-13,810000.0
2009-09-14,1421500.0
2009-09-15,1621500.0
2009-09-16,1874000.0
2009-09-17,1904950.0
2009-09-18,2499050.0
2009-09-19,3142000.0
2009-09-20,685000.0
2009-09-21,2788080.0
2009-09-22,3756600.0
2009-09-23,1793000.0
2009-09-24,1332400.0
2009-09-25,3484000.0
2009-09-26,1735000.0
2009-09-27,311000.0
2009-09-28,3229500.0
2009-09-29,3975450.0
2009-09-30,5829200.0
2009-10-01,4231000.0
2009-10-02,1671750.0
2009-10-03,851000.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,2257000.0
2009-10-07,2156500.0
2009-10-08,1933000.0
2009-10-09,3398450.0
2009-10-10,5827995.0
2009-10-11,1210000.0
2009-10-12,4420000.0
2009-10-13,365000.0
2009-10-14,0.0
2009-10-15,925000.0
2009-10-16,2628000.0
2009-10-17,1805000.0
2009-10-18,0.0
2009-10-19,3163500.0
2009-10-20,1337250.0
2009-10-21,1501000.0
2009-10-22,890000.0
2009-10-23,3225000.0
2009-10-24,3240000.0
2009-10-25,0.0
2009-10-26,3259900.0
